iter	Logloss
158	0.03544014241
159	0.03534938375
160	0.03528345495
161	0.03524569449
162	0.03519615218
163	0.0350497265
164	0.03499105402
165	0.03494037653
166	0.03489075764
167	0.03482320998
168	0.03465323349
169	0.03461683933
170	0.0345835922
171	0.03453398568
172	0.03436799675
173	0.03432176923
174	0.03425458992
175	0.0342066562
176	0.03416295063
177	0.03411054971
178	0.03401277127
179	0.03395896884
180	0.03392549272
181	0.03387819119
182	0.03380619434
183	0.03375275126
184	0.03371504592
185	0.03365491201
186	0.03363170809
187	0.03356610611
188	0.03354156178
189	0.03339768968
190	0.03331958197
191	0.03316428899
192	0.03310989262
193	0.03305880289
194	0.03301376965
195	0.03295560796
196	0.03284439698
197	0.0327923618
198	0.03270868921
199	0.03267876405
200	0.03252368229
201	0.0324740645
202	0.03244203152
203	0.03234731438
204	0.03231800719
205	0.03220296495
206	0.03211705711
207	0.03206932092
208	0.03201939061
209	0.03195898763
210	0.03192085171
211	0.03187546692
212	0.03183073084
213	0.0317800949
214	0.03162865601
215	0.03157815425
216	0.03155303624
217	0.0315128194
218	0.03146373148
219	0.03141696431
220	0.03132003193
221	0.03123712698
222	0.03110606566
223	0.03104126478
224	0.03100484282
225	0.03095203121
226	0.03084320875
227	0.03073138572
228	0.03070287261
229	0.03067283955
230	0.03063753776
231	0.03058075265
232	0.03052992749
233	0.03047923838
234	0.03044211126
235	0.03039196213
236	0.03032318039
237	0.03020574208
238	0.03015878267
239	0.03012502929
240	0.03006636539
241	0.03001907614
242	0.02992843152
243	0.02982199047
244	0.02973026846
245	0.02967053961
246	0.02964103493
247	0.02959884703
248	0.02956849767
249	0.02952137301
250	0.02949072503
251	0.02936181231
252	0.02932084114
253	0.02927081978
254	0.0292334749
255	0.0291908583
256	0.02907506643
257	0.02902438891
258	0.02899304282
259	0.02896419392
260	0.02890034518
261	0.02886202263
262	0.02883903909
263	0.02879961409
264	0.02876590713
265	0.02872621944
266	0.02869544591
267	0.02865031147
268	0.02860261347
269	0.02858137957
270	0.02854217866
271	0.02849499742
272	0.02847523768
273	0.02842903338
274	0.02840793026
275	0.02834126729
276	0.0283036013
277	0.02826348904
278	0.0282043234
279	0.02817390174
280	0.02812881714
281	0.02808357324
282	0.02800685062
283	0.02793157933
284	0.02783861931
285	0.02782070289
286	0.0277991737
287	0.02774870902
288	0.02769561036
289	0.02766399632
290	0.02761642497
291	0.02758413303
292	0.02755800918
293	0.02753138171
294	0.02747265836
295	0.02742051664
296	0.02734871495
297	0.02730183611
298	0.02727226476
299	0.02725924275
300	0.02722051252
301	0.02717751479
302	0.02712882037
303	0.02708115194
304	0.02705161695
305	0.02698475982
306	0.02694116855
307	0.02690045821
308	0.02686568102
309	0.02683368062
310	0.02679764507
311	0.02672963996
312	0.0267101785
313	0.0266395518
314	0.02661541556
315	0.02653530416
316	0.02649236378
317	0.02646255443
318	0.02643359575
319	0.02638758243
320	0.02636367484
321	0.02632792261
322	0.02631000172
323	0.02629229142
324	0.02618088314
325	0.02616976437
326	0.02613151305
327	0.02610359054
328	0.02606227161
329	0.02601918921
330	0.02595237703
331	0.02592276519
332	0.02587419294
333	0.0258538539
334	0.02580383633
335	0.02576593352
336	0.02573501909
337	0.02569945224
338	0.0256791578
339	0.02563457105
340	0.02559840773
341	0.02555649337
342	0.02551599737
343	0.0254740343
344	0.02543510657
345	0.02538513543
346	0.02534647302
347	0.02531915189
348	0.02527402906
349	0.02524740046
350	0.02520526916
351	0.02516732361
352	0.02513763156
353	0.0251018591
354	0.02505855667
355	0.02503376128
356	0.02500388412
357	0.02496719428
358	0.02493531493
359	0.0249123201
360	0.02487599153
361	0.02484445278
362	0.02476659687
363	0.02472287713
364	0.02469051961
365	0.02466374638
366	0.02463568329
367	0.02461209192
368	0.02459395894
369	0.02455815722
370	0.02452519863
371	0.02449328141
372	0.02445963632
373	0.02442478381
374	0.0244119754
375	0.02439587309
376	0.0243598608
377	0.02433465395
378	0.02429965942
379	0.02427902019
380	0.02423905971
381	0.02419889199
382	0.02418060722
383	0.02415753299
384	0.02412218359
385	0.02410951607
386	0.02409251962
387	0.02406811585
388	0.02404290074
389	0.02400745616
390	0.02397262463
391	0.02394908836
392	0.02391631187
393	0.02389051857
394	0.02386014636
395	0.02384488309
396	0.02380973034
397	0.0237651733
398	0.02373868373
399	0.02371507814
400	0.02369044012
401	0.02366477461
402	0.02363316729
403	0.02357592541
404	0.02354095749
405	0.02352315203
406	0.02349808269
407	0.02347725273
408	0.02345458807
409	0.02342730858
410	0.02340627175
411	0.02337078709
412	0.02328110461
413	0.02324911132
414	0.02320162239
415	0.02317905288
416	0.02315223245
417	0.02310585162
418	0.02308564184
419	0.0230647789
420	0.02301343316
421	0.02298803557
422	0.02295117001
423	0.02286670666
424	0.02283616886
425	0.0228103077
426	0.02276397738
427	0.02275015532
428	0.0227029208
429	0.02267450287
430	0.02264769028
431	0.02261894256
432	0.02259757749
433	0.02257251754
434	0.02254861287
435	0.02251772207
436	0.02249764946
437	0.02246658701
438	0.02244000337
439	0.02241862968
440	0.02239272058
441	0.0223798155
442	0.02233395873
443	0.02229037333
444	0.02226099533
445	0.02223601931
446	0.02220793301
447	0.02218536016
448	0.02216391863
449	0.02213556477
450	0.02210670765
451	0.02207948586
452	0.02204954086
453	0.02201823221
454	0.02199983989
455	0.0219825107
456	0.02196297284
457	0.02194294667
458	0.02191326888
459	0.0218944572
460	0.02186750747
461	0.02183545835
462	0.02180158764
463	0.02178262613
464	0.02171763445
465	0.02169054118
466	0.02165411968
467	0.02163465486
468	0.02161069327
469	0.0215799917
470	0.02155791125
471	0.0215265719
472	0.02147588799
473	0.02144697802
474	0.02141435929
475	0.0213906495
476	0.02136692848
477	0.02134132778
478	0.02132208894
479	0.02130317501
480	0.02127211663
481	0.02124879169
482	0.02122334539
483	0.0212036906
484	0.02118105181
485	0.0211597583
486	0.02114209486
487	0.02111480784
488	0.02108793192
489	0.02107283502
490	0.02102724072
491	0.02100824357
492	0.02098787831
493	0.02095779917
494	0.02092528389
495	0.02090973541
496	0.02088437491
497	0.02085832567
498	0.02083636928
499	0.02082060121
500	0.02079646087
501	0.02075676557
502	0.02073500066
503	0.0207113422
504	0.02068830765
505	0.02061825864
506	0.02054093333
507	0.02052341039
508	0.02049856817
509	0.0204759968
510	0.02045775366
511	0.02043318272
512	0.02038595309
513	0.02036476711
514	0.02033793729
515	0.02031816933
516	0.02029477133
517	0.02027039152
518	0.02024675892
519	0.02022874096
520	0.02020886021
521	0.02018780428
522	0.02017349883
523	0.02014687766
524	0.02012887996
525	0.02010927761
526	0.02009367931
527	0.02007029218
528	0.02004626122
529	0.02002054475
530	0.01999716025
531	0.01998273186
532	0.01992890009
533	0.01991756361
534	0.01989450399
535	0.01987675508
536	0.01985445317
537	0.01983404479
538	0.0198222092
539	0.01980533267
540	0.01978366856
541	0.0197656416
542	0.01974573161
543	0.01973117882
544	0.01970724343
545	0.01969015408
546	0.01967407124
547	0.01965402372
548	0.01963654838
549	0.01961727244
550	0.01960468026
551	0.01958982619
552	0.01957640772
553	0.01956598073
554	0.01954696938
555	0.01952841065
556	0.01951282099
557	0.01949234402
558	0.01947745471
559	0.019461231
560	0.01944280047
561	0.01942172392
562	0.01940051137
563	0.01939424094
564	0.0193255161
565	0.01930910088
566	0.01929254176
567	0.01926819493
568	0.01924990527
569	0.01923411398
570	0.01921366888
571	0.01918895519
572	0.01916530085
573	0.01914888265
574	0.01912843755
575	0.01911229624
576	0.0190940658
577	0.01907738511
578	0.01905870876
579	0.01903576098
580	0.01901122641
581	0.01898897244
582	0.01897185162
583	0.01895188522
584	0.01893967134
585	0.01892637692
586	0.01890048316
587	0.01888560136
588	0.01884854467
589	0.0188340848
590	0.01882113396
591	0.01880078535
592	0.01878382246
593	0.01876415456
594	0.01874681916
595	0.01871012878
596	0.0187007192
597	0.0186815497
598	0.01866433294
599	0.01864314977
600	0.01861408127
601	0.01859929371
602	0.01856881455
603	0.01854441094
604	0.01852835227
605	0.01851473744
606	0.01849566819
607	0.01848120046
608	0.018470024
609	0.01840506827
610	0.01839353658
611	0.01837420763
612	0.01835833669
613	0.01833946023
614	0.01832421942
615	0.0183099666
616	0.01829045927
617	0.01826976721
618	0.01825280207
619	0.01824029214
620	0.01822798854
621	0.01820786644
622	0.01818969933
623	0.0181768975
624	0.0181073436
625	0.01808997073
626	0.01807676832
627	0.01806205381
628	0.0180430584
629	0.01802325446
630	0.01800856076
631	0.01798930019
632	0.01797453753
633	0.017959287
634	0.01794349535
635	0.01792605709
636	0.01791172051
637	0.01789511831
638	0.0178862244
639	0.01782956233
640	0.017812262
641	0.01777418257
642	0.01772957986
643	0.01771485638
644	0.01769546541
645	0.01768261896
646	0.01766579753
647	0.01761479348
648	0.0176024149
649	0.01758916056
650	0.01756134178
651	0.01754624394
652	0.01752965651
653	0.01751561076
654	0.01749803534
655	0.01748291822
656	0.01744356588
657	0.01738643673
658	0.01737272166
659	0.0173590433
660	0.01734322558
661	0.01732619657
662	0.01727231766
663	0.01725899777
664	0.01724739037
665	0.01723151589
666	0.0171928124
667	0.01717555798
668	0.01716384379
669	0.01715231999
670	0.01714091365
671	0.01712733778
672	0.01710891605
673	0.01705283086
674	0.01701961999
675	0.01698769642
676	0.01697109347
677	0.01695452855
678	0.01694018316
679	0.01692746432
680	0.01692108278
681	0.0169100673
682	0.01690075551
683	0.01688677346
684	0.01687118697
685	0.01685910405
686	0.01681804824
687	0.01679920494
688	0.01678845327
689	0.01677327541
690	0.01675758247
691	0.01674918937
692	0.01673866236
693	0.01670748969
694	0.01669439966
695	0.01668641162
696	0.01666667982
697	0.01664794201
698	0.01659645893
699	0.01658768715
700	0.0165763936
701	0.01656301394
702	0.0165488181
703	0.01653285778
704	0.01651846614
705	0.01650680666
706	0.01649532876
707	0.01648103958
708	0.01646392191
709	0.01645485993
710	0.01644406982
711	0.01642782602
712	0.01641653569
713	0.01640066422
714	0.0163823208
715	0.01636655032
716	0.01635116654
717	0.01633331704
718	0.0163206885
719	0.01628173413
720	0.01626968289
721	0.01625707252
722	0.01622554131
723	0.01620866029
724	0.0161970428
725	0.01618057061
726	0.01613034574
727	0.01609221245
728	0.01607650605
729	0.01606045937
730	0.01601243776
731	0.01600228285
732	0.01599608717
733	0.01597840945
734	0.01596877356
735	0.01592750949
736	0.01591472114
737	0.01590217246
738	0.01588970579
739	0.01588085643
740	0.01586937872
741	0.01586066934
742	0.01582698017
743	0.01581492236
744	0.01580193615
745	0.01577884933
746	0.01576862471
747	0.01575550041
